t_sec,reason,N,U,L,n,loss_rate,wilson_95_low,wilson_95_high
3,no_quote_row,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,token_mismatch,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,quote_sample_stale,14,0,1,14,0.0714285714285714285714285714285714285714285714285714285714286,0.012722215247890934509444161201882906109675297161938508881200,0.314687044241511181061484465394640207399371805737146133212574
3,quote_received_stale,223,0,4,223,0.0179372197309417040358744394618834080717488789237668161434978,0.0069969882010365405443101947855068421857106383361458322212990,0.0452044871476745442621937385470439131532073493820872481548176
3,ask_price_missing,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,ask_price_invalid,0,0,0,0,,,
3,ask_source_clock_missing_or_invalid,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,ask_source_age,324,1,22,323,0.0681114551083591331269349845201238390092879256965944272445820,0.0454067350969026951891297343395373998064332164542190819611611,0.100968388161068211690172495263403242534120861555633178346708
3,ask_received_clock_missing_or_invalid,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,ask_received_age,223,0,4,223,0.0179372197309417040358744394618834080717488789237668161434978,0.0069969882010365405443101947855068421857106383361458322212990,0.0452044871476745442621937385470439131532073493820872481548176
3,bid_price_missing,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,bid_price_invalid,0,0,0,0,,,
3,bid_source_clock_missing_or_invalid,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,bid_source_age,324,1,22,323,0.0681114551083591331269349845201238390092879256965944272445820,0.0454067350969026951891297343395373998064332164542190819611611,0.100968388161068211690172495263403242534120861555633178346708
3,bid_received_clock_missing_or_invalid,74,0,1,74,0.0135135135135135135135135135135135135135135135135135135135135,0.0023894634034568205259880252788903116629272301151440466884711,0.0726535651984323210765355539512889384313902700516130830212295
3,bid_received_age,223,0,4,223,0.0179372197309417040358744394618834080717488789237668161434978,0.0069969882010365405443101947855068421857106383361458322212990,0.0452044871476745442621937385470439131532073493820872481548176
3,crossed_quote,0,0,0,0,,,
3,bid_source_old,324,1,22,323,0.0681114551083591331269349845201238390092879256965944272445820,0.0454067350969026951891297343395373998064332164542190819611611,0.100968388161068211690172495263403242534120861555633178346708
3,ask_source_old,324,1,22,323,0.0681114551083591331269349845201238390092879256965944272445820,0.0454067350969026951891297343395373998064332164542190819611611,0.100968388161068211690172495263403242534120861555633178346708
3,bid_source_future,0,0,0,0,,,
3,ask_source_future,0,0,0,0,,,
3,bid_received_stale,223,0,4,223,0.0179372197309417040358744394618834080717488789237668161434978,0.0069969882010365405443101947855068421857106383361458322212990,0.0452044871476745442621937385470439131532073493820872481548176
3,ask_received_stale,223,0,4,223,0.0179372197309417040358744394618834080717488789237668161434978,0.0069969882010365405443101947855068421857106383361458322212990,0.0452044871476745442621937385470439131532073493820872481548176
3,bid_received_future,0,0,0,0,,,
3,ask_received_future,0,0,0,0,,,
3,quote_row_stale,223,0,4,223,0.0179372197309417040358744394618834080717488789237668161434978,0.0069969882010365405443101947855068421857106383361458322212990,0.0452044871476745442621937385470439131532073493820872481548176
3,both_sources_old_common_fresh,101,1,18,100,0.18,0.117002254989463508698998893170967727366026275190899750472989,0.266673583863007324010003903246015769530548654201976557446659
3,only_bid_unavailable_with_fresh_ask,0,0,0,0,,,
3,only_bid_source_old_with_fresh_ask,0,0,0,0,,,
3,only_bid_received_stale_with_fresh_ask,0,0,0,0,,,
